id,weak_label,model_label,model_confidence,model_source,rule_label,rule_confidence,suggested_gold_label,needs_review,entity,answer_span,start,end,cue,text,source,notes
silver-00696,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,应当及早到正规实施诊病,应当及早到正规实施诊病,17,28,出现,假如再次出现了前列腺炎的早期症状，应当及早到正规实施诊病，以防前列腺炎继续恶化，增强救治的难度,dialogue_weak:男性功能障碍:answer:男科5-13000.csv:236,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00697,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,以防前列腺炎,以防前列腺炎,29,35,当,假如再次出现了前列腺炎的早期症状，应当及早到正规实施诊病，以防前列腺炎继续恶化，增强救治的难度,dialogue_weak:男性功能障碍:answer:男科5-13000.csv:236,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00698,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,有感染,有感染,31,34,时,最简单而有效的是大量饮水，稀释尿可延缓尿石生长及预防尿石再发，有感染时大量饮水多可促进引流，祝你早日康复,dialogue_weak:泌尿系结石:answer:男科5-13000.csv:240,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00699,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,要认为自己是可以战胜病,要认为自己是可以战胜病,147,158,时,"男性出现了勃起功能障碍的问题，原因是一些的，和包皮过长，一定没太大关系，目前这种情况，建议及时的去医院做个这方面的检查，比如说抽血查性激素，泌尿生殖系统的彩超，阴茎的勃起实验和血流检验，而对你目前这种包皮过长的情况,建议复诊正规的公立医院，做个小手术，很简单的其实得了勃起功能障碍并不可怕，患者要认为自己是可以战胜病魔的，只要及时发现症状，并且对症治疗，缓解病情及康复的几率都非常大",dialogue_weak:勃起功能障碍:answer:男科5-13000.csv:241,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00700,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,并且对症,并且对症,170,174,时,"男性出现了勃起功能障碍的问题，原因是一些的，和包皮过长，一定没太大关系，目前这种情况，建议及时的去医院做个这方面的检查，比如说抽血查性激素，泌尿生殖系统的彩超，阴茎的勃起实验和血流检验，而对你目前这种包皮过长的情况,建议复诊正规的公立医院，做个小手术，很简单的其实得了勃起功能障碍并不可怕，患者要认为自己是可以战胜病魔的，只要及时发现症状，并且对症治疗，缓解病情及康复的几率都非常大",dialogue_weak:勃起功能障碍:answer:男科5-13000.csv:241,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00701,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,缓解病,缓解病,177,180,时,"男性出现了勃起功能障碍的问题，原因是一些的，和包皮过长，一定没太大关系，目前这种情况，建议及时的去医院做个这方面的检查，比如说抽血查性激素，泌尿生殖系统的彩超，阴茎的勃起实验和血流检验，而对你目前这种包皮过长的情况,建议复诊正规的公立医院，做个小手术，很简单的其实得了勃起功能障碍并不可怕，患者要认为自己是可以战胜病魔的，只要及时发现症状，并且对症治疗，缓解病情及康复的几率都非常大",dialogue_weak:勃起功能障碍:answer:男科5-13000.csv:241,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00702,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,避孕套,避孕套,104,107,当,早泄由于影响因素有很多，并不是所有的情况都 可以药物治疗，建议最好针对自身情况，做性神经敏感度检测等相关性功能的检查后，明确自身具体的病因病情后再考虑治疗，在生活上注意适当身体锻炼 多和爱人沟通交流，可以使用避孕套，适当变换性生活姿势等等。,dialogue_weak:性障碍:answer:男科5-13000.csv:244,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00703,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,多见于肾虚等疾病,多见于肾虚等疾病,30,38,如果,如果只是偶尔一次遗精，可见于正常人，如果频繁遗精是不正常的，多见于肾虚等疾病引起，可以服用金锁固精丸等药物治疗，也可以到医院中医科就诊，进行辨证，看是否有肾虚等疾病，根据检查采取药物治疗。,dialogue_weak:遗精:answer:男科5-13000.csv:248,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00704,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,可以服用金锁固精丸等药,可以服用金锁固精丸等药,41,52,如果,如果只是偶尔一次遗精，可见于正常人，如果频繁遗精是不正常的，多见于肾虚等疾病引起，可以服用金锁固精丸等药物治疗，也可以到医院中医科就诊，进行辨证，看是否有肾虚等疾病，根据检查采取药物治疗。,dialogue_weak:遗精:answer:男科5-13000.csv:248,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00705,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,出现炎症,出现炎症,2,6,如果,如果出现炎症会影响到受孕的。,dialogue_weak:前列腺钙化:answer:男科5-13000.csv:257,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00706,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,以防上行感染,以防上行感染,19,25,时,平时注意清洗会阴部，包皮过长可以手术，以防上行感染。,dialogue_weak:急性附睾炎:answer:男科5-13000.csv:258,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00707,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,抗生素治疗2周时间,抗生素治疗2周时间,30,39,时,建议您去正规医院复诊，做附睾睾丸磁共振仔细检查，一般需要使用抗生素治疗2周时间，平时注意休息,dialogue_weak:急性附睾炎:answer:男科5-13000.csv:258,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00708,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,不要随意换新药,不要随意换新药,33,40,则,对于勃起不坚严重患者来说，建议尽快就诊，根据医生的意见来尽快治疗，不要随意换新药物治疗，否则疗效适得其反，以上意见仅供参考,dialogue_weak:勃起功能障碍:answer:男科5-13000.csv:260,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00709,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,患急性附睾炎,患急性附睾炎,0,6,时,患急性附睾炎时机，不要性生活。,dialogue_weak:急性附睾炎:answer:男科5-13000.csv:264,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00710,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,水肿的炎,水肿的炎,8,12,时,因附睾处在冲血、水肿的炎性状态，性交时阴茎广泛冲血，会加重附睾的浮肿，不利炎症消褪。,dialogue_weak:急性附睾炎:answer:男科5-13000.csv:264,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00711,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,不利炎症,不利炎症,35,39,时,因附睾处在冲血、水肿的炎性状态，性交时阴茎广泛冲血，会加重附睾的浮肿，不利炎症消褪。,dialogue_weak:急性附睾炎:answer:男科5-13000.csv:264,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00712,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,方才能对症,方才能对症,53,58,时,前列腺增生的治疗方法有许多，但是由于患者症状不同所以采用的诊病方法也就不一样，因此患者需要有及时检查诊断，方才能对症治疗,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:265,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00713,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,单纯的龟头炎症,单纯的龟头炎症,72,79,如果,根据患者提供的情况，最常见的引来龟头炎症的原因，就是包皮过长，建议患者首先确认自己可有包皮过长的情况，如果拥有，一般情况下，需要有实施手术治疗，单纯的龟头炎症可以采取低浓度的高锰酸钾溶液实施泡洗缓解症状。,dialogue_weak:龟头炎:answer:男科5-13000.csv:266,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00714,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,勃起不坚拥有肾虚症,勃起不坚拥有肾虚症,30,39,当,你好，你的叙述已经看见，深度睡眠流汗，其拥有很明显的肾阴虚，勃起不坚拥有肾虚症状，建议应当留意增强活动，缓解压力，用点中成药比如说六味地黄丸治疗的。,dialogue_weak:阳痿:answer:男科5-13000.csv:267,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00715,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,用点中成药,用点中成药,57,62,当,你好，你的叙述已经看见，深度睡眠流汗，其拥有很明显的肾阴虚，勃起不坚拥有肾虚症状，建议应当留意增强活动，缓解压力，用点中成药比如说六味地黄丸治疗的。,dialogue_weak:阳痿:answer:男科5-13000.csv:267,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00716,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,不举病情严重就要立刻对症,不举病情严重就要立刻对症,7,19,当,针对患者来说，不举病情严重就要立刻对症治疗，恰当用药，否则会致使不举再次病发，除此之外，患者还需要有恰当饮食，始终保持心情愉快，期望上述的问题答案可以帮助到大家，谢谢,dialogue_weak:阳痿:answer:男科5-13000.csv:268,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00717,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,恰当用药,恰当用药,22,26,则,针对患者来说，不举病情严重就要立刻对症治疗，恰当用药，否则会致使不举再次病发，除此之外，患者还需要有恰当饮食，始终保持心情愉快，期望上述的问题答案可以帮助到大家，谢谢,dialogue_weak:阳痿:answer:男科5-13000.csv:268,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00718,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,否则会致使不举再次病,否则会致使不举再次病,27,37,当,针对患者来说，不举病情严重就要立刻对症治疗，恰当用药，否则会致使不举再次病发，除此之外，患者还需要有恰当饮食，始终保持心情愉快，期望上述的问题答案可以帮助到大家，谢谢,dialogue_weak:阳痿:answer:男科5-13000.csv:268,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00719,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,一旦发觉自身的症,一旦发觉自身的症,89,97,时,建议首先就要注意歇息，清淡温热易消化饮食很重要的，建议你积极服药治疗，比如说服食哈乐胶囊以及左氧氟沙星片治疗看一看，不要长时间坐着为宜的，前列腺囊肿对患者们带给的伤害是非常大的，一旦发觉自身的症状，就要及时就诊诊病，同时多看重饮食问题，以清淡食物为基础，期望前列腺囊肿患者能获得专业治疗,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:271,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00720,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,就要及时就诊诊病,就要及时就诊诊病,99,107,时,建议首先就要注意歇息，清淡温热易消化饮食很重要的，建议你积极服药治疗，比如说服食哈乐胶囊以及左氧氟沙星片治疗看一看，不要长时间坐着为宜的，前列腺囊肿对患者们带给的伤害是非常大的，一旦发觉自身的症状，就要及时就诊诊病，同时多看重饮食问题，以清淡食物为基础，期望前列腺囊肿患者能获得专业治疗,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:271,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00721,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,勃起不坚患者可以在了解对症,勃起不坚患者可以在了解对症,0,13,时,勃起不坚患者可以在了解对症治疗的同时，在生活中用偏方做为辅助治疗，在日常生活饮食中需要有恰当饮食，防止刺激性食物,dialogue_weak:阳痿:answer:男科5-13000.csv:272,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00722,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,治疗附睾炎不能够单纯的排斥药,治疗附睾炎不能够单纯的排斥药,0,14,当,治疗附睾炎不能够单纯的排斥药物，应当在医生的指导下，决定正确的药物，并配以其它辅助疗法，这样才能确保疗法，使病情快速获得控制和康复附睾炎患者可以在了解对症治疗的同时机，在生活中用食疗做为辅助治疗，在日常生活饮食中一定要切勿过饥或过饱，一定不能够暴饮暴食,dialogue_weak:急性附睾炎:answer:男科5-13000.csv:274,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00723,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,决定正确的药,决定正确的药,26,32,当,治疗附睾炎不能够单纯的排斥药物，应当在医生的指导下，决定正确的药物，并配以其它辅助疗法，这样才能确保疗法，使病情快速获得控制和康复附睾炎患者可以在了解对症治疗的同时机，在生活中用食疗做为辅助治疗，在日常生活饮食中一定要切勿过饥或过饱，一定不能够暴饮暴食,dialogue_weak:急性附睾炎:answer:男科5-13000.csv:274,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00724,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,但是由于患者病,但是由于患者病,35,42,时,治疗可以决定龙胆泻肝丸，平时留意少吃寒凉辛辣勃起不坚的治疗方法有许多，但是由于患者病情不同所以采用的医治方法也就不一样，因此建议患者发觉症状后，及早实施诊断治疗,dialogue_weak:阳痿:answer:男科5-13000.csv:275,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00725,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,癔病,癔病,19,21,出现,性生活再次出现障碍，性生活晕厥、失语、癔病、猝死、对性生活产生恐惧等。,dialogue_weak:男性功能障碍:answer:男科5-13000.csv:277,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00726,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,一般可以排除性病,一般可以排除性病,17,25,如果,朋友您好，如果您没不洁性生活的话，一般可以排除性病，龟头瘙痒一般都是由于包皮龟头炎致使的，不加治疗的话，炎症不但会蔓延到尿道引起尿道炎，还会蔓延到前列腺等生殖器引起严重，给男性的生育能力引发重大影响。,dialogue_weak:龟头炎:answer:男科5-13000.csv:278,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00727,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,对于有炎症拥有的根据药,对于有炎症拥有的根据药,44,55,当,前列腺炎，首先多喝水，做前列腺液常规，前列腺液培养和药敏，有什么细菌拥有，选择怎么用药，对于有炎症拥有的根据药敏的结果，去恰当的抗菌素。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:279,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00728,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,前茅舒乐等药,前茅舒乐等药,52,58,当,另外还要增强α受体阻滞剂，如哈乐，坦洛新都是一种有效缓解排尿症状的药物，可以吃适当中成药包括有前茅打通，前茅舒乐等药物。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:279,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00729,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,回家留意歇息养病,回家留意歇息养病,26,34,如果,一般前列腺增生，如果做微创内切，住院两周就基本可以，回家留意歇息养病好好护理就行，少吃辛辣刺激性食物用抗菌药物控制炎症，很快就会恢复正常。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:282,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00730,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,称包皮龟头炎,称包皮龟头炎,60,66,出现,您好，据您的叙述主要考虑为包皮龟头炎，皮龟头炎是男性常见的外生殖器疾病，皮龟头炎分成包皮炎和龟头炎，于常常同时再次出现，称包皮龟头炎，以是感染性的和非感染性的，是炎性的刺激也会上行传染的，您到正规的专科医院仔细检查，对性的治疗，避免耽误病情，对症治疗龟头红肿外，患者还需要有看重饮食方面，如恰当饮食，终保持心情愉快，此同时患者还要留意决定一家专业医院诊病，样才能获得良好的治疗效果,dialogue_weak:龟头炎:answer:男科5-13000.csv:283,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00731,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,是炎,是炎,80,82,出现,您好，据您的叙述主要考虑为包皮龟头炎，皮龟头炎是男性常见的外生殖器疾病，皮龟头炎分成包皮炎和龟头炎，于常常同时再次出现，称包皮龟头炎，以是感染性的和非感染性的，是炎性的刺激也会上行传染的，您到正规的专科医院仔细检查，对性的治疗，避免耽误病情，对症治疗龟头红肿外，患者还需要有看重饮食方面，如恰当饮食，终保持心情愉快，此同时患者还要留意决定一家专业医院诊病，样才能获得良好的治疗效果,dialogue_weak:龟头炎:answer:男科5-13000.csv:283,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00732,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,你可以测试一下中药,你可以测试一下中药,0,9,如果,"你可以测试一下中药,如果效果也不好的话,还是建议手术治疗。",dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:284,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00733,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,前列腺增生患者可以在了解对症,前列腺增生患者可以在了解对症,0,14,时,前列腺增生患者可以在了解对症治疗的同时，在生活中用食疗做为辅助治疗，在日常生活饮食中需要有恰当饮食，防止刺激性食物,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:284,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00734,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,可以服用金锁固精丸等药,可以服用金锁固精丸等药,46,57,如果,不这样治疗，没有治疗效果，一般正常男性可以出现偶尔遗精，如果频繁遗精，注意是否有肾虚等疾病，可以服用金锁固精丸等药物治疗。,dialogue_weak:遗精:answer:男科5-13000.csv:285,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00735,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,胃肠道病变等疾病,胃肠道病变等疾病,14,22,出现,出现口臭还要注意是否有胃火，胃肠道病变等疾病，需要通过检查才能确定治疗,dialogue_weak:遗精:answer:男科5-13000.csv:285,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00736,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,六味地黄丸或右归丸1,六味地黄丸或右归丸1,56,66,时,您好，结合你的病史推测考虑是体内阳气不足致使肾虚引来的症状，建议采取中医中药辨证论治调治的原则实施治疗，可以口服六味地黄丸或右归丸1~2个月同时在饮食上忌辛辣等刺激性食物，精神上始终保持愉快。,dialogue_weak:阳痿:answer:男科5-13000.csv:286,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00737,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,一旦发觉自身的症,一旦发觉自身的症,19,27,时,勃起不坚对患者们带给的影响是非常大的，一旦发觉自身的症状，就要及时就诊诊病，同时多看重自身护理工作，多吃蔬菜水果，防止刺激食物，期望勃起不坚患者能获得专业治疗,dialogue_weak:阳痿:answer:男科5-13000.csv:286,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00738,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,就要及时就诊诊病,就要及时就诊诊病,29,37,时,勃起不坚对患者们带给的影响是非常大的，一旦发觉自身的症状，就要及时就诊诊病，同时多看重自身护理工作，多吃蔬菜水果，防止刺激食物，期望勃起不坚患者能获得专业治疗,dialogue_weak:阳痿:answer:男科5-13000.csv:286,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00739,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,要认为自己是可以战胜病,要认为自己是可以战胜病,15,26,时,其实得了前列腺炎并不可怕，患者要认为自己是可以战胜病魔的，只要及时发现症状，并且对症治疗，稳定病情及康复的几率都非常大,dialogue_weak:前列腺炎:answer:男科5-13000.csv:287,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00740,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,并且对症,并且对症,38,42,时,其实得了前列腺炎并不可怕，患者要认为自己是可以战胜病魔的，只要及时发现症状，并且对症治疗，稳定病情及康复的几率都非常大,dialogue_weak:前列腺炎:answer:男科5-13000.csv:287,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00741,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,稳定病,稳定病,45,48,时,其实得了前列腺炎并不可怕，患者要认为自己是可以战胜病魔的，只要及时发现症状，并且对症治疗，稳定病情及康复的几率都非常大,dialogue_weak:前列腺炎:answer:男科5-13000.csv:287,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00742,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,平时要留意病,平时要留意病,49,55,时,你好，建议互相配合医生出售一些中药口服调养治疗效果是不错的，坚持口服一段时间会看见比较明显的效果，平时要留意病处的清洁工作以免传染，多吃一些新鲜的水果蔬菜，清淡的食品为基础。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:288,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00743,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,调养治疗效果是不错的,调养治疗效果是不错的,19,29,时,你好，建议互相配合医生出售一些中药口服调养治疗效果是不错的，坚持口服一段时间会看见比较明显的效果，平时要留意病处的清洁工作以免传染，多吃一些新鲜的水果蔬菜，清淡的食品为基础。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:288,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00744,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,一段时间会看见比较明显的效果,一段时间会看见比较明显的效果,34,48,时,你好，建议互相配合医生出售一些中药口服调养治疗效果是不错的，坚持口服一段时间会看见比较明显的效果，平时要留意病处的清洁工作以免传染，多吃一些新鲜的水果蔬菜，清淡的食品为基础。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:288,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00745,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,不要随意换新药,不要随意换新药,33,40,则,对于前列腺炎严重患者来说，建议立即就诊，根据医生的意见来立即治疗，不要随意换新药物治疗，否则疗效适得其反，以上意见仅供参考。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:288,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00746,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,主要考虑是前列腺炎,主要考虑是前列腺炎,16,25,时,您好，根据您的仔细检查结果来看，主要考虑是前列腺炎致使的，平时要留意多喝水，多排尿。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:290,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00747,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,多观注自身的症,多观注自身的症,70,77,时,除了及时治疗前列腺炎外，患者朋友理应始终保持愉快的心态去直面疾病，只有这样才能提高患者的免疫力以及抗衡疾病的信念，同时要多看重自身饮食护理，多观注自身的症状变动，认为这样一定能将前列腺炎撵走,dialogue_weak:前列腺炎:answer:男科5-13000.csv:290,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00748,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,认为这样一定能将前列腺炎,认为这样一定能将前列腺炎,81,93,时,除了及时治疗前列腺炎外，患者朋友理应始终保持愉快的心态去直面疾病，只有这样才能提高患者的免疫力以及抗衡疾病的信念，同时要多看重自身饮食护理，多观注自身的症状变动，认为这样一定能将前列腺炎撵走,dialogue_weak:前列腺炎:answer:男科5-13000.csv:290,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00749,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,容易致使病,容易致使病,45,50,时,平时要留意多喝水，多排尿，不要长时间憋尿，防止吃辛辣刺激性的食物，平时留意不要久站或久坐，容易致使病情加重，建议口服左氧氟沙星胶囊，互相配合普乐安片实施治疗前列腺炎患者在及时治疗之外，患者在生活中还需要有留意要留意始终保持深度睡眠，充足的深度睡眠方才能帮你尽快远离此病，期望上述的答案可以帮助到你，谢谢,dialogue_weak:前列腺炎:answer:男科5-13000.csv:291,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00750,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,口服左氧氟沙星胶囊,口服左氧氟沙星胶囊,56,65,时,平时要留意多喝水，多排尿，不要长时间憋尿，防止吃辛辣刺激性的食物，平时留意不要久站或久坐，容易致使病情加重，建议口服左氧氟沙星胶囊，互相配合普乐安片实施治疗前列腺炎患者在及时治疗之外，患者在生活中还需要有留意要留意始终保持深度睡眠，充足的深度睡眠方才能帮你尽快远离此病，期望上述的答案可以帮助到你，谢谢,dialogue_weak:前列腺炎:answer:男科5-13000.csv:291,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00751,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,互相配合普乐安片实施治疗前列腺炎,互相配合普乐安片实施治疗前列腺炎,66,82,时,平时要留意多喝水，多排尿，不要长时间憋尿，防止吃辛辣刺激性的食物，平时留意不要久站或久坐，容易致使病情加重，建议口服左氧氟沙星胶囊，互相配合普乐安片实施治疗前列腺炎患者在及时治疗之外，患者在生活中还需要有留意要留意始终保持深度睡眠，充足的深度睡眠方才能帮你尽快远离此病，期望上述的答案可以帮助到你，谢谢,dialogue_weak:前列腺炎:answer:男科5-13000.csv:291,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00752,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,左氧氟沙星胶囊,左氧氟沙星胶囊,58,65,时,平时要留意多喝水，多排尿，不要长时间憋尿，防止吃辛辣刺激性的食物，平时留意不要久站或久坐，容易致使病情加重，建议口服左氧氟沙星胶囊，互相配合普乐安片实施治疗前列腺炎患者在及时治疗之外，患者在生活中还需要有留意要留意始终保持深度睡眠，充足的深度睡眠方才能帮你尽快远离此病，期望上述的答案可以帮助到你，谢谢,dialogue_weak:前列腺炎:answer:男科5-13000.csv:291,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00753,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,前列腺炎病情严重就要立即对症,前列腺炎病情严重就要立即对症,7,21,当,针对患者来说，前列腺炎病情严重就要立即对症治疗，恰当用药，否则会致使前列腺炎再次病发，除此之外，患者还需要有看重自身的饮食以及心理护理，期望上述的问题答案可以帮助到大家，谢谢,dialogue_weak:前列腺炎:answer:男科5-13000.csv:293,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00754,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,恰当用药,恰当用药,24,28,则,针对患者来说，前列腺炎病情严重就要立即对症治疗，恰当用药，否则会致使前列腺炎再次病发，除此之外，患者还需要有看重自身的饮食以及心理护理，期望上述的问题答案可以帮助到大家，谢谢,dialogue_weak:前列腺炎:answer:男科5-13000.csv:293,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
silver-00755,conditional,conditional,0.8,rules,conditional,0.8,conditional,false,否则会致使前列腺炎再次病,否则会致使前列腺炎再次病,29,41,当,针对患者来说，前列腺炎病情严重就要立即对症治疗，恰当用药，否则会致使前列腺炎再次病发，除此之外，患者还需要有看重自身的饮食以及心理护理，期望上述的问题答案可以帮助到大家，谢谢,dialogue_weak:前列腺炎:answer:男科5-13000.csv:293,高置信规则命中，优先采用 rule_label；模型或弱标分歧时保留复核标记。
