id,gold_label,weak_label,entity,answer_span,start,end,cue,text,source,notes
gold-00148,,speculated,罗红霉素,罗红霉素,17,21,考虑,"你好,这种情况要考虑包皮龟头炎口服罗红霉素,同时互相配合高锰酸钾溶液擦洗。",dialogue_weak:龟头炎:answer:男科5-13000.csv:366,
gold-00149,,speculated,有前列腺炎,有前列腺炎,5,10,考虑,您好，考虑有前列腺炎，治疗的话建议司帕沙星，司帕沙星是新一代的喹诺酮类，效果好，要均衡膳食。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:368,
gold-00150,,speculated,是龟头炎,是龟头炎,5,9,考虑,你好，考虑是龟头炎可由于包皮过长，再次出现：潮红、起疱、红点、分泌物、包皮垢、瘙痒、有异味等。,dialogue_weak:龟头炎:answer:男科5-13000.csv:380,
gold-00151,,conditional,前列腺炎,前列腺炎,119,123,如果,可能诱发早泄的因素，与多个方面都有一定的影响，常见的是患者自身的心里因素，在性生活时受到一些不良因素的影响，或者是夫妻感情不合，也可能是因为患者自身缺少性知识，常常手淫就会引起早泄，除了这两点，男性如果患上一些男科疾病也会诱发早泄，比如像前列腺炎、前列腺钙化等，或是骨盆骨折以及高血糖等，早泄对男性身心造成的创伤都是较大的，建议了解病因后正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:1,
gold-00152,,conditional,泌尿系统的感染或是前列腺疾病,泌尿系统的感染或是前列腺疾病,121,135,如果,引发早泄的主要病因，主要受到这些方面的影响，首先可能是患者自身的心理因素，如在性生活被人为的突然中断，亦或是受到了一些不良的外界因素影响等，此外，对性知识了解匮乏，经常自慰手淫就会成为早泄导火索，或者如果男性患有一些疾病，也是会诱发早泄的，如泌尿系统的感染或是前列腺疾病，或是骨盆骨折以及高血糖等，早泄对男性身心造成的创伤都是较大的，建议了解病因后正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:9,
gold-00153,,conditional,早泄发生的病,早泄发生的病,148,154,出现,引发早泄的主要病因，受到这些方面的影响，心理问题是其中比较主要的因素，像是夫妻间感情不好，性生活不愉快，或是性的初体验并不好，再者，一些男性如果缺少对性知识的认知，无节制的手淫就会引发早泄，除了这两点，男性如果患上一些男科疾病也会诱发早泄，主要是前列腺或是泌尿系统出现问题，或是心脑血管出现问题，早泄发生的病因主要就这几个方面，可以有针对性的去进行预防,dialogue_weak:早泄:answer:男科5-13000.csv:13,
gold-00154,,conditional,患病,患病,103,105,如果,导致出现早泄的病因，有以下几种，首先可能是患者自身的心理因素，比如过去性生活的时候发生过一些不愉快，不管是突然中断或是受到一些惊吓等，另外，男性对性知识没有一个很好的了解，常常手淫就会引起早泄，还有男性如果患病，比如前列腺疾病或是泌尿系感染，或是骨盆骨折，早泄发生的病因主要就这几个方面，可以有针对性的去进行预防,dialogue_weak:早泄:answer:男科5-13000.csv:16,
gold-00155,,conditional,前列腺疾病或是泌尿系感染,前列腺疾病或是泌尿系感染,108,120,如果,导致出现早泄的病因，有以下几种，首先可能是患者自身的心理因素，比如过去性生活的时候发生过一些不愉快，不管是突然中断或是受到一些惊吓等，另外，男性对性知识没有一个很好的了解，常常手淫就会引起早泄，还有男性如果患病，比如前列腺疾病或是泌尿系感染，或是骨盆骨折，早泄发生的病因主要就这几个方面，可以有针对性的去进行预防,dialogue_weak:早泄:answer:男科5-13000.csv:16,
gold-00156,,conditional,所以疾病,所以疾病,137,141,出现,可能诱发早泄的因素，常与这些方面相关，目前看来主要是患者心理上出现了一些问题，比如工作压力大，长期处于焦虑情绪，或是性生活不愉快等，其次，像一些对性知识并不了解的男性，总是手淫就会发生早泄，或是男性不幸患上一些疾病，主要是前列腺或是泌尿系统出现问题，或是心脑血管和糖尿病等，所以疾病的发生和生活中很多方面都有关，要多方入手进行预防,dialogue_weak:早泄:answer:男科5-13000.csv:17,
gold-00157,,conditional,患病,患病,85,87,如果,早泄的发生因素，受到这些方面的影响，心理因素是其中比较主要的，像是夫妻间感情不好，性生活不愉快，或是性的初体验并不好，另外，缺少性知识，长期手淫都会导致早泄，还有男性如果患病，比如像前列腺炎、前列腺钙化等，或是心脑血管出现问题，早泄的病因并不单一，了解后务必要正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:22,
gold-00158,,conditional,前列腺炎,前列腺炎,91,95,如果,早泄的发生因素，受到这些方面的影响，心理因素是其中比较主要的，像是夫妻间感情不好，性生活不愉快，或是性的初体验并不好，另外，缺少性知识，长期手淫都会导致早泄，还有男性如果患病，比如像前列腺炎、前列腺钙化等，或是心脑血管出现问题，早泄的病因并不单一，了解后务必要正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:22,
gold-00159,,conditional,早泄的病,早泄的病,114,118,出现,早泄的发生因素，受到这些方面的影响，心理因素是其中比较主要的，像是夫妻间感情不好，性生活不愉快，或是性的初体验并不好，另外，缺少性知识，长期手淫都会导致早泄，还有男性如果患病，比如像前列腺炎、前列腺钙化等，或是心脑血管出现问题，早泄的病因并不单一，了解后务必要正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:22,
gold-00160,,conditional,患病,患病,103,105,如果,男人早泄的病因，和这些方面都是有关系的，首当其冲的就是患者自身的心理因素，在性生活时受到一些不良因素的影响，或者是夫妻感情不合，此外，对性知识了解匮乏，看一些不健康的图书、音频，就容易发生早泄，还有男性如果患病，比如像前列腺炎、前列腺钙化等，或有糖尿病或是骨折等，以上这些因素均可导致早泄的发生，建议每一位男性都有所重视,dialogue_weak:早泄:answer:男科5-13000.csv:28,
gold-00161,,conditional,前列腺炎,前列腺炎,109,113,如果,男人早泄的病因，和这些方面都是有关系的，首当其冲的就是患者自身的心理因素，在性生活时受到一些不良因素的影响，或者是夫妻感情不合，此外，对性知识了解匮乏，看一些不健康的图书、音频，就容易发生早泄，还有男性如果患病，比如像前列腺炎、前列腺钙化等，或有糖尿病或是骨折等，以上这些因素均可导致早泄的发生，建议每一位男性都有所重视,dialogue_weak:早泄:answer:男科5-13000.csv:28,
gold-00162,,conditional,或有糖尿病,或有糖尿病,121,126,如果,男人早泄的病因，和这些方面都是有关系的，首当其冲的就是患者自身的心理因素，在性生活时受到一些不良因素的影响，或者是夫妻感情不合，此外，对性知识了解匮乏，看一些不健康的图书、音频，就容易发生早泄，还有男性如果患病，比如像前列腺炎、前列腺钙化等，或有糖尿病或是骨折等，以上这些因素均可导致早泄的发生，建议每一位男性都有所重视,dialogue_weak:早泄:answer:男科5-13000.csv:28,
gold-00163,,conditional,常见的疾病,常见的疾病,117,122,如果,诱发早泄的因素，主要是这几种，比如像男性自身心理上出现了一些问题，比如部分男性比较自卑，在另一半面前抬不起头，或是工作压力大，情绪焦虑等，如果男性对性知识缺少了解，无节制的手淫就会引发早泄，或者如果男性患有一些疾病，也是会诱发早泄的，常见的疾病主要是前列腺和泌尿系，还有就是有心脑血管疾病的情况下，早泄的病因并不单一，了解后务必要正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:31,
gold-00164,,conditional,不管病,不管病,141,144,出现,早泄的常见病因，主要包括以下几种，心理因素是比较常见的，比如过去性生活的时候发生过一些不愉快，不管是突然中断或是受到一些惊吓等，另外，男性对性知识没有一个很好的了解，长期看一些不良书刊就会加大早泄概率，或是男性本身有一些疾病，包括前列腺发生病变或是泌尿系感染，或是心脑血管出现问题，不管病因是什么，早泄的危害是不容忽视的，务必要正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:33,
gold-00165,,conditional,常见的疾病,常见的疾病,117,122,如果,诱发早泄的因素，和很多方面都有关系，目前看来男性心理问题占大部分，比如在过去的性生活中有过不好的体验，亦或是夫妻感情不合等，其次，像一些对性知识并不了解的男性，长期手淫都会导致早泄，当然，除了以上几点，男性如果得病了也会容易发生早泄，常见的疾病主要是前列腺和泌尿系，或是糖尿病，心脑血管病变等，所以导致早泄发生的因素很多，要从多方面入手进行预防,dialogue_weak:早泄:answer:男科5-13000.csv:35,
gold-00166,,conditional,前列腺疾病,前列腺疾病,115,120,如果,导致出现早泄的病因，常见的有以下几种，首先可能是患者出现了一些心理问题，在性生活时受到一些不良因素的影响，或者是夫妻感情不合，另外，缺少性知识，长期手淫、自慰，就是早泄主因之一，或者如果男性患有一些疾病，也是会诱发早泄的，比如一些前列腺疾病，或是糖尿病，心脑血管病变等，不管病因是什么，早泄的危害是不容忽视的，务必要正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:39,
gold-00167,,conditional,常见的疾病,常见的疾病,109,114,如果,早泄情况发生的原因，主要包括以下几种，心理因素是其中比较主要的，像是夫妻间感情不好，性生活不愉快，或是性的初体验并不好，另外，男性对性知识没有一个很好的了解，长期自慰均可引起早泄，还有如果得病了也会成为早泄的诱因之一，常见的疾病主要是前列腺和泌尿系，或是心脑血管疾病以及高血糖，早泄对男性身心造成的创伤都是较大的，建议了解病因后正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:47,
gold-00168,,conditional,患病,患病,87,89,如果,男性早泄的主因，主要包括这些，其中较为常见的就是心理因素，包括像压力大，情绪焦虑，以及对性生活的过于担忧等，也可能是因为患者自身缺少性知识，常常手淫就会引起早泄，还有男性如果患病，包括前列腺和泌尿系的一些炎症感染，或是血糖高，心脑血管不好，所以疾病的发生和生活中很多方面都有关，要多方入手进行预防,dialogue_weak:早泄:answer:男科5-13000.csv:52,
gold-00169,,conditional,早泄的病,早泄的病,143,147,出现,导致出现早泄的病因，和这些方面都是有关系的，目前看来主要是患者心理上出现了一些问题，比如在过去的性生活中有过不好的体验，亦或是夫妻感情不合等，很多缺乏性知识的男性，经常观摩一些刺激性的图文、视频均可导致早泄，或是男性不幸患上一些疾病，如泌尿系感染和前列腺问题，或是骨盆骨折以及高血糖等，早泄的病因并不单一，了解后务必要正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:55,
gold-00170,,conditional,常见的疾病,常见的疾病,131,136,时,之所以会发生早泄，主要包括这些，首先可能是患者自身的一些心理问题导致的，比如过去性生活的时候发生过一些不愉快，不管是突然中断或是受到一些惊吓等，此外，调查发现很多早泄的男性对性知识的了解少之又少，经常看一些刺激性的影片，时间久了就会早泄，或是男性本身有一些疾病，常见的疾病主要是前列腺和泌尿系，还有就是有心脑血管疾病的情况下，这边建议你在了解了早泄病因之后是可以去正确进行预防的,dialogue_weak:早泄:answer:男科5-13000.csv:59,
gold-00171,,conditional,泌尿系感染,泌尿系感染,135,140,如果,发生早射的原因，和以下几个方面有关，首先可能是患者自身的一些心理问题导致的，比如部分男性比较自卑，在另一半面前抬不起头，或是工作压力大，情绪焦虑等，另外，男性如果缺少对性知识的了解，经常看一些刺激性的影片，时间久了就会早泄，或者如果男性患有一些疾病，也是会诱发早泄的，如泌尿系感染和前列腺问题，或是发生股份骨折，会有心脑血管疾病，所以早泄的发生和很多因素都有关，要正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:62,
gold-00172,,conditional,泌尿系感染,泌尿系感染,122,127,如果,男性早泄的主因，主要是这几种，心理因素是其中比较主要的，比如部分男性比较自卑，在另一半面前抬不起头，或是工作压力大，情绪焦虑等，再者，一些男性如果缺少对性知识的认知，无节制的手淫就会引发早泄，除了这两点，男性如果患上一些男科疾病也会诱发早泄，如泌尿系感染和前列腺问题，或是骨盆骨折以及高血糖等，所以疾病的发生和生活中很多方面都有关，要多方入手进行预防,dialogue_weak:早泄:answer:男科5-13000.csv:63,
gold-00173,,conditional,患病,患病,120,122,如果,发生早射的原因，常见的有这几种，心理问题是其中比较主要的因素，比如部分男性比较自卑，在另一半面前抬不起头，或是工作压力大，情绪焦虑等，此外，调查发现很多早泄的男性对性知识的了解少之又少，经常看一些刺激性的影片，时间久了就会早泄，还有男性如果患病，比如像前列腺炎、前列腺钙化等，或有糖尿病或是骨折等，早泄的病因并不单一，了解后务必要正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:64,
gold-00174,,conditional,前列腺炎,前列腺炎,126,130,如果,发生早射的原因，常见的有这几种，心理问题是其中比较主要的因素，比如部分男性比较自卑，在另一半面前抬不起头，或是工作压力大，情绪焦虑等，此外，调查发现很多早泄的男性对性知识的了解少之又少，经常看一些刺激性的影片，时间久了就会早泄，还有男性如果患病，比如像前列腺炎、前列腺钙化等，或有糖尿病或是骨折等，早泄的病因并不单一，了解后务必要正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:64,
gold-00175,,conditional,或有糖尿病,或有糖尿病,138,143,如果,发生早射的原因，常见的有这几种，心理问题是其中比较主要的因素，比如部分男性比较自卑，在另一半面前抬不起头，或是工作压力大，情绪焦虑等，此外，调查发现很多早泄的男性对性知识的了解少之又少，经常看一些刺激性的影片，时间久了就会早泄，还有男性如果患病，比如像前列腺炎、前列腺钙化等，或有糖尿病或是骨折等，早泄的病因并不单一，了解后务必要正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:64,
gold-00176,,conditional,会有心脑血管疾病,会有心脑血管疾病,145,153,出现,引发早泄的主要病因，和以下几个方面有关，首先可能是患者出现了一些心理问题，如在性生活被人为的突然中断，亦或是受到了一些不良的外界因素影响等，再者，一些男性如果缺少对性知识的认知，长期手淫、自慰，就是早泄主因之一，还有就是一些器质性疾病了，主要是前列腺或是泌尿系统出现问题，或是发生股份骨折，会有心脑血管疾病，早泄的病因多且复杂，希望了解后能够正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:65,
gold-00177,,conditional,早泄的病,早泄的病,154,158,出现,引发早泄的主要病因，和以下几个方面有关，首先可能是患者出现了一些心理问题，如在性生活被人为的突然中断，亦或是受到了一些不良的外界因素影响等，再者，一些男性如果缺少对性知识的认知，长期手淫、自慰，就是早泄主因之一，还有就是一些器质性疾病了，主要是前列腺或是泌尿系统出现问题，或是发生股份骨折，会有心脑血管疾病，早泄的病因多且复杂，希望了解后能够正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:65,
gold-00178,,conditional,还有就是有心脑血管疾病,还有就是有心脑血管疾病,121,132,出现,出现早泄情况的主因，常见的有这几种，其中心理问题是比较主要的，比如像夫妻感情不和，或是第一次性体验不愉快，男性如果没有及时的接受性教育，看一些不健康的图书、音频，就容易发生早泄，或者说，患有一些器质性的疾病，主要是前列腺或是泌尿系统出现问题，还有就是有心脑血管疾病的情况下，所以疾病的发生和生活中很多方面都有关，要多方入手进行预防,dialogue_weak:早泄:answer:男科5-13000.csv:70,
gold-00179,,conditional,所以疾病,所以疾病,137,141,出现,出现早泄情况的主因，常见的有这几种，其中心理问题是比较主要的，比如像夫妻感情不和，或是第一次性体验不愉快，男性如果没有及时的接受性教育，看一些不健康的图书、音频，就容易发生早泄，或者说，患有一些器质性的疾病，主要是前列腺或是泌尿系统出现问题，还有就是有心脑血管疾病的情况下，所以疾病的发生和生活中很多方面都有关，要多方入手进行预防,dialogue_weak:早泄:answer:男科5-13000.csv:70,
gold-00180,,conditional,患病,患病,96,98,如果,男性发生早泄的原因，主要包括这几种，心理问题的发生是其中比较主要的一点，比如工作压力大，长期处于焦虑情绪，或是性生活不愉快等，很多缺乏性知识的男性，经常自慰手淫就会成为早泄导火索，还有男性如果患病，比如一些男性疾病，前列腺炎、前列腺增生等，或是血糖高，心脑血管不好，所以导致早泄发生的因素很多，要从多方面入手进行预防,dialogue_weak:早泄:answer:男科5-13000.csv:83,
gold-00181,,conditional,前列腺炎,前列腺炎,108,112,如果,男性发生早泄的原因，主要包括这几种，心理问题的发生是其中比较主要的一点，比如工作压力大，长期处于焦虑情绪，或是性生活不愉快等，很多缺乏性知识的男性，经常自慰手淫就会成为早泄导火索，还有男性如果患病，比如一些男性疾病，前列腺炎、前列腺增生等，或是血糖高，心脑血管不好，所以导致早泄发生的因素很多，要从多方面入手进行预防,dialogue_weak:早泄:answer:男科5-13000.csv:83,
gold-00182,,conditional,前列腺疾病或是泌尿系感染,前列腺疾病或是泌尿系感染,123,135,如果,发生早射的原因，可能与这些相关，心理问题是其中比较主要的因素，男性在性生活的过程中被迫中断，或是受到一些惊吓，亦或是一些不良的外界因素干扰等，也可能是因为患者自身缺少性知识，长期观看不良视频就会引发早泄，还有如果得病了也会成为早泄的诱因之一，比如前列腺疾病或是泌尿系感染，或是骨盆发生骨折，血糖高等，早泄的病因并不单一，了解后务必要正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:88,
gold-00183,,conditional,早泄发生的病,早泄发生的病,137,143,出现,出现早泄情况的主因，主要包括这几种，首当其冲的就是患者自身的心理因素，比如在过去的性生活中有过不好的体验，亦或是夫妻感情不合等，另外还有对性知识认知的匮乏，无节制的手淫就会引发早泄，还有就是一些器质性疾病了，主要是前列腺或是泌尿系统出现问题，或是像高血糖以及心脑血管等疾病，早泄发生的病因主要就这几个方面，可以有针对性的去进行预防,dialogue_weak:早泄:answer:男科5-13000.csv:90,
gold-00184,,conditional,不然的话症,不然的话症,84,89,如果,根据你的叙述，你目前再次出现的症状有可能是前列腺的问题，你这个年龄前列腺再次出现问题大多数都是继发的，大多数都是由性交的习惯引发的，如果你有性交的习惯，必须尽早的戒掉，不然的话症状会越来越重的，建议你只要戒掉性交，适当锻练，应当很快症状就可以纾解的,dialogue_weak:前列腺炎:answer:男科5-13000.csv:95,
gold-00185,,conditional,应当很快症,应当很快症,112,117,当,根据你的叙述，你目前再次出现的症状有可能是前列腺的问题，你这个年龄前列腺再次出现问题大多数都是继发的，大多数都是由性交的习惯引发的，如果你有性交的习惯，必须尽早的戒掉，不然的话症状会越来越重的，建议你只要戒掉性交，适当锻练，应当很快症状就可以纾解的,dialogue_weak:前列腺炎:answer:男科5-13000.csv:95,
gold-00186,,conditional,常见的疾病,常见的疾病,111,116,如果,引发早泄的原因，主要包括这些，目前看来男性心理问题占大部分，比如在过去的性生活中有过不好的体验，亦或是夫妻感情不合等，其次，像一些对性知识并不了解的男性，频繁手淫就可能导致早泄，或者如果男性患有一些疾病，也是会诱发早泄的，常见的疾病主要是前列腺和泌尿系，或是有心脑血管病变等，所以早泄的发生和很多因素都有关，要正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:96,
gold-00187,,conditional,一般是无菌性炎症,一般是无菌性炎症,13,21,如果,如果确认是慢性前列腺炎症，一般是无菌性炎症，可以口服中药治疗调养，症状逐渐获得压制。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:98,
gold-00188,,conditional,治疗需要有口服消炎药,治疗需要有口服消炎药,6,16,时,包皮龟头炎，治疗需要有口服消炎药和外用擦剂同时进行比较快速。,dialogue_weak:龟头炎:answer:男科5-13000.csv:103,
gold-00189,,conditional,甚至会一再病,甚至会一再病,54,60,时,"但最主要的还是病患必须互相配合医师诊病，千万千万压制自己要抓的欲念，否则患部一直受刺激，只会让效果大打折扣，甚至会一再病发,平时留意始终保持患部的干爽，千万千万不要穿太紧的内裤，平常泡澡的时候必须擦洗夹缝，忌搔抓、搓揉、磨擦、烫洗等，洗完澡后，也要始终保持干爽，必要时也可以洒些吸汗的痱子粉。",dialogue_weak:阴囊湿疹:answer:男科5-13000.csv:105,
gold-00190,,conditional,当患者再次出现病,当患者再次出现病,0,8,时,当患者再次出现病情进步时，需要有积极实施干涉。,dialogue_weak:前列腺增生:answer:男科5-13000.csv:111,
gold-00191,,conditional,补肾益气药物治疗,补肾益气药物治疗,22,30,时,根据你的症状看，肾虚的可能性比较大，可以口服补肾益气药物治疗，平时要积极参加体育锻炼，以大幅提高身心素质，多食一些具备补肾固精效用的食物如栗子、甲鱼等。,dialogue_weak:早泄:answer:男科5-13000.csv:117,
gold-00192,,conditional,可以服食补肾益气药,可以服食补肾益气药,34,43,当,给你说的情况，我认为这种情况应当戒掉不良生活习惯锻炼身体，增强体质，可以服食补肾益气药物治疗。,dialogue_weak:阳痿:answer:男科5-13000.csv:129,
gold-00193,,conditional,留意对症,留意对症,104,108,如果,阴囊潮湿不是病态，因此如无其它不适，留意局部的清洁干燥即可，平时留意清淡饮食，少吃生冷食物，少吃辛辣鱼腥食物，不过一般阴囊的潮湿可能会和前列腺疾病是有的关系的，建议你还是积极做前列腺的仔细检查确认具体的病情，留意对症治疗，如果同时伴发搔痒，可能会是由于潮湿滋长细菌引发了传染，必要时涂抹对症乳膏软膏治疗，具体可以到医院系统仔细检查治疗多吃壮阳食物：壮阳食物主要有狗肉、羊肉、麻雀、核桃、牛鞭、羊肾等,dialogue_weak:阴囊湿疹:answer:男科5-13000.csv:133,
gold-00194,,conditional,也易患本病,也易患本病,10,15,时,在外部因素的效用下，也易患本病，建议您及时到正规的男科医院，通过有关的仔细检查，查明病因，对症治疗,dialogue_weak:阴囊湿疹:answer:男科5-13000.csv:134,
gold-00195,,conditional,查明病,查明病,40,43,时,在外部因素的效用下，也易患本病，建议您及时到正规的男科医院，通过有关的仔细检查，查明病因，对症治疗,dialogue_weak:阴囊湿疹:answer:男科5-13000.csv:134,
gold-00196,,conditional,可以配合口服补肾益气药,可以配合口服补肾益气药,34,45,时,如果有早泄，在这种状况的时候，我们可以，先采取保守治疗的方式来解决，可以配合口服补肾益气药物治疗，另外必要的时候实在不能稳定的话，再选择手术治疗。,dialogue_weak:早泄:answer:男科5-13000.csv:136,
gold-00197,,conditional,补肾益气药物治疗,补肾益气药物治疗,40,48,时,如果有早泄，在这种状况的时候，我们可以，先采取保守治疗的方式来解决，可以配合口服补肾益气药物治疗，另外必要的时候实在不能稳定的话，再选择手术治疗。,dialogue_weak:早泄:answer:男科5-13000.csv:136,
gold-00198,,conditional,属于重症,属于重症,2,6,如果,如果属于重症患者一般建议手术治疗比较。,dialogue_weak:精索静脉曲张:answer:男科5-13000.csv:137,
gold-00199,,conditional,救治时可口服补肾益气药,救治时可口服补肾益气药,0,11,时,救治时可口服补肾益气药物救治，长时间饭后口服，会有效的。,dialogue_weak:早泄:answer:男科5-13000.csv:143,
gold-00200,,conditional,补肾益气药物救治,补肾益气药物救治,6,14,时,救治时可口服补肾益气药物救治，长时间饭后口服，会有效的。,dialogue_weak:早泄:answer:男科5-13000.csv:143,
gold-00201,,historical,行得通经皮刺击插管精索内静脉栓塞,行得通经皮刺击插管精索内静脉栓塞,7,23,术后,如手术后病发，行得通经皮刺击插管精索内静脉栓塞术。,dialogue_weak:精索静脉曲张:answer:男科5-13000.csv:152,
gold-00202,,historical,只好代表以前有过炎症,只好代表以前有过炎症,31,41,既往,前列腺中的纤维化点一般就是既往有前列腺慢性炎症，愈后遗留下的，只好代表以前有过炎症，现在一般绝不会有什么症状，也无须治疗。,dialogue_weak:前列腺钙化:answer:男科5-13000.csv:389,
gold-00203,,historical,更何况手术本身就拥有许多的后遗症,更何况手术本身就拥有许多的后遗症,73,89,术后,绝大部分人可能都知晓前列腺炎尤其是慢性前列腺炎是很难治疗的，而对于慢性前列腺炎的治疗更是个“慢过程”，即使是手术后也是需要有使用药物来长期调养的，更何况手术本身就拥有许多的后遗症问题。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:535,
gold-00204,,historical,药物来长期调养的,药物来长期调养的,64,72,术后,绝大部分人可能都知晓前列腺炎尤其是慢性前列腺炎是很难治疗的，而对于慢性前列腺炎的治疗更是个“慢过程”，即使是手术后也是需要有使用药物来长期调养的，更何况手术本身就拥有许多的后遗症问题。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:535,
gold-00205,,historical,你的前列腺炎,你的前列腺炎,9,15,病史,从你的病史叙述看，你的前列腺炎确诊明确，建议到当地好点三甲医院泌尿外科复诊，可以做个前列腺液及PSA仔细检查明确，如果诊断可以考虑持继抗感染一周到半个月左右时间，不要吃辛辣刺激食物不要喝啤酒等。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:1063,
gold-00206,,historical,致使包皮龟头炎,致使包皮龟头炎,12,19,术后,包皮过长，容易藏污纳垢，致使包皮龟头炎，给与手术后，因为勃起容易拉伤系带处，因此建议你平时需要有始终保持局部清洁卫生，可以使用 米浮拭擦伤口，增进伤口愈合，始终保持局部干燥卫生即可针对患者来说，包皮包茎病情严重就要立刻对症治疗，恰当用药，否则会致使包皮包茎再次病发,dialogue_weak:包皮包茎:answer:男科5-13000.csv:1072,
gold-00207,,historical,不需要天天换药,不需要天天换药,43,50,术后,包茎手术在绝大多数正规医院门诊就可以进行的，不需要住院，手术后第三天换药一次就可以的，不需要天天换药，也不需要天天行半导体治疗，一般手术后8到10天就可以拆线。,dialogue_weak:包皮包茎:answer:男科5-13000.csv:1331,
gold-00208,,historical,留意每天的换药,留意每天的换药,141,148,术后,"刚做完手术你这要留意始终保持切口纱布清洁干燥,虽然现在已经四天了，但是伤口还没长好，运动的时候还是要留意的，不要吃辛辣刺激食物,平时要多饮水，一般术后当然也会再次出现一些并发症，也不要太担心，比如说再次出现水肿，会的呀，由于重力的效用致使的，可以将阴囊抬起，一般3-7天后即可消褪，留意每天的换药，一般术后七天左右就可以拆线了",dialogue_weak:包皮包茎:answer:男科5-13000.csv:1421,
gold-00209,,historical,你不定期换药,你不定期换药,38,44,术后,包皮环切术是治疗阴茎包皮过长常用的手术治疗方案，术后需要有留意刀口卫生，建议你不定期换药，一般情况下在术后7天拆线，需要有看刀口结疤情况。,dialogue_weak:包皮包茎:answer:男科5-13000.csv:1423,
gold-00210,,historical,运用冰片,运用冰片,19,23,术后,包皮过长要环切治疗，术后的浮肿很常见，运用冰片冷敷是可以的，要留意不要烫伤皮肤。,dialogue_weak:龟头炎:answer:男科5-13000.csv:1441,
gold-00211,,historical,可以运用消肿止痛的药,可以运用消肿止痛的药,20,30,术后,建议术后水肿是很常见的，所以请不要惊慌，可以运用消肿止痛的药物治疗。,dialogue_weak:龟头炎:answer:男科5-13000.csv:1441,
gold-00212,,historical,包皮手术后水肿是比较常见的症,包皮手术后水肿是比较常见的症,0,14,术后,包皮手术后水肿是比较常见的症状，术后3到4天内阴茎头轻度水肿是正常现象，但拥有个体差异，水肿原因是包皮环切术后，因包皮系带处的血液循环比较丰富，术后皮肤的血管淋巴管被截断，新的回供应路创建，致使流入不好，需有一段时间。,dialogue_weak:龟头炎:answer:男科5-13000.csv:1447,
gold-00213,,historical,详细的病,详细的病,18,22,病史,早泄的确诊主要依据患者对病史的陈述，详细的病史寻问是确诊和治疗早泄的根本，早泄的确诊是靠完整的病史来出是的，任何有射精过快的患者都应当详细的寻问其病史。,dialogue_weak:早泄:answer:男科5-13000.csv:1544,
gold-00214,,historical,早泄的确诊是靠完整的病,早泄的确诊是靠完整的病,37,48,病史,早泄的确诊主要依据患者对病史的陈述，详细的病史寻问是确诊和治疗早泄的根本，早泄的确诊是靠完整的病史来出是的，任何有射精过快的患者都应当详细的寻问其病史。,dialogue_weak:早泄:answer:男科5-13000.csv:1544,
gold-00215,,historical,一般3天后换药,一般3天后换药,15,22,术后,尽量少行走，以免术后运动破皮，一般3天后换药一次，过了三天左右正常运动一般无大碍了。,dialogue_weak:包皮包茎:answer:男科5-13000.csv:1734,
gold-00216,,historical,但是有的患者就会再次出现病,但是有的患者就会再次出现病,29,42,术后,这个与根据个人体质、病情等因素有关系的，有的患者不会病发，但是有的患者就会再次出现病发，所以在手术后必须注意预防工作，术后要注意歇息，注意不要做一些使腹内压升高的活动等。,dialogue_weak:精索静脉曲张:answer:男科5-13000.csv:1828,
gold-00217,,historical,消炎药个星期左右,消炎药个星期左右,10,18,术后,包皮术后一般建议口服消炎药个星期左右，伤口始终保持干净的情况下2到3天灭菌换药一次。,dialogue_weak:龟头炎:answer:男科5-13000.csv:2110,
gold-00218,,historical,你目前主要是附睾炎,你目前主要是附睾炎,10,19,病史,根据你的叙述及病史，你目前主要是附睾炎睾丸变大了，输液二十多天，现在不红不肿的，你想了解一下情况怎么办。,dialogue_weak:急性附睾炎:answer:男科5-13000.csv:2125,
